# ID UPID X Y Z VX VY VZ DX_eff DY_eff DZ_eff Rank1 obs_SM obs_SFR SSFR Accret
2755987402.0 -1.0 10.663600 26.032539 22.547050 -73.830002 283.109985 -173.559998 9.892528 28.989308 20.734409 1.109471 11.677972 -0.058191 -11.736127 0.139776
2756000866.0 -1.0 14.850400 24.590990 39.008511 -45.630001 244.589996 -457.029999 14.373845 27.145461 34.235341 0.456086 11.615213 0.406881 -11.208380 0.096163
2755988247.0 -1.0 15.221740 25.587761 23.748819 -366.750000 204.380005 -199.619995 11.391444 27.722283 21.664010 -0.039373 11.616895 0.209783 -11.407157 0.065912
2755978303.0 -1.0 10.640240 14.272600 13.464280 100.110001 152.529999 73.239998 11.685778 15.865606 14.229190 0.707496 11.504878 0.944236 -10.560667 0.088624
2755976768.0 -1.0 8.225340 23.239361 17.100710 81.019997 254.869995 -135.259995 9.071504 25.901195 15.688070 -0.727335 11.505964 0.075912 -11.430158 0.058613
2755977989.0 -1.0 11.151120 23.362980 14.565030 -100.180000 156.000000 704.950012 10.104851 24.992227 21.927449 1.634252 11.246006 0.584670 -10.661344 0.287856
2755966259.0 -1.0 9.038670 0.654480 8.185730 26.860001 -428.859985 135.979996 9.319193 -3.824486 9.605890 0.301512 11.103119 -0.151441 -11.254535 0.116144
2755978810.0 -1.0 17.567930 16.193399 12.112930 99.500000 11.800000 14.530000 18.607097 16.316637 12.264680 0.422932 11.580126 0.314499 -11.265680 0.007405
92000001209388464.0 2755989303.0 9.426440 10.462924 20.140600 32.417561 173.946014 -337.848450 9.765005 12.279597 16.612149 -1.606467 11.137987 -0.100782 -11.238899 -inf
2755977474.0 -1.0 11.098830 20.077379 14.498520 -361.529999 225.110001 77.400002 7.323051 22.428403 15.306877 -0.224794 11.465680 0.844166 -10.621602 0.034593
2756001608.0 -1.0 3.216360 15.606830 47.373100 -114.269997 20.990000 -276.269989 2.022937 15.826047 44.487767 0.391182 11.500374 0.631342 -10.869023 0.054012
2755966387.0 -1.0 12.619760 1.645150 11.001710 -141.839996 20.730000 -316.649994 11.138399 1.861652 7.694653 -0.012101 11.161068 -0.374071 -11.535212 0.036789
